,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
19422,0.022919,5,0.468085,0.09217,0.501041,0.003467,0.422915,0.414912,1
24960,0.889297,7,0.0,0.030473,0.492413,0.00194,0.390989,0.603509,1
4265,0.429406,3,0.638298,0.073556,0.52767,0.003467,0.422915,0.414912,1
7641,0.911685,5,0.255319,0.098265,0.413716,0.006674,0.568876,0.398684,1
24169,0.438078,2,0.680851,0.051939,0.459238,0.003467,0.422915,0.414912,0
3203,0.00969,5,0.212766,0.041281,0.242487,0.003467,0.422915,0.414912,0
6561,0.022875,4,0.808511,0.060196,0.48914,0.003467,0.422915,0.414912,0
27771,0.031415,2,1.0,0.074817,0.392145,0.003467,0.422915,0.414912,0
35552,0.911376,5,0.0,0.046926,0.406724,0.003145,0.40523,0.546491,0
7412,0.898102,4,0.595745,0.070494,0.580184,0.004641,0.58985,0.538596,1
9803,0.469271,5,0.489362,0.057133,0.563374,0.003725,0.495598,0.483333,1
10905,0.437989,7,0.170213,0.042182,0.055341,0.003467,0.422915,0.414912,0
6262,0.439007,2,0.87234,0.053321,0.41089,0.003467,0.422915,0.414912,0
8,0.8812,5,0.425532,0.029422,0.567688,0.001969,0.553858,0.529386,0
18796,0.42507,2,0.148936,0.058394,0.125855,0.003467,0.422915,0.414912,0
1746,0.894828,6,0.234043,0.05218,0.39155,0.003367,0.424909,0.765789,0
16890,0.031149,3,0.234043,0.093011,0.35659,0.003467,0.422915,0.414912,1
2471,0.022388,7,0.957447,0.069143,0.297828,0.003467,0.422915,0.414912,1
6773,0.004203,7,0.851064,0.044254,0.466677,0.003467,0.422915,0.414912,0
11743,0.000708,4,0.148936,0.081122,0.195775,0.003467,0.422915,0.414912,0
17993,0.022433,1,0.319149,0.074847,0.414609,0.003467,0.422915,0.414912,1
36242,0.881023,1,0.148936,0.01279,0.081077,0.000831,0.221647,0.711842,0
22715,0.906818,6,0.425532,0.152546,0.604731,0.010241,0.479285,0.420614,1
34280,0.438432,3,0.617021,0.067311,0.493306,0.003467,0.422915,0.414912,1
22839,0.91173,6,0.893617,0.042963,0.399286,0.002804,0.388659,0.578509,0
14018,0.447237,1,0.638298,0.046025,0.535555,0.003085,0.314345,0.764035,1
23777,0.446883,7,0.893617,0.043743,0.457899,0.002939,0.349819,0.621053,1
4986,0.885492,4,0.87234,0.045515,0.536894,0.003149,0.54117,0.40614,1
32197,0.455865,1,0.170213,0.030984,0.171973,0.001496,0.218799,0.809649,0
27970,0.474404,2,0.702128,0.050168,0.441833,0.003434,0.38581,0.378947,1
27253,0.438653,1,0.659574,0.057974,0.494793,0.003467,0.422915,0.414912,1
31341,0.474271,6,0.659574,0.030473,0.355549,0.002034,0.114448,0.834211,1
35536,0.455821,7,0.340426,0.059896,0.55668,0.004167,0.346453,0.432456,0
4767,0.026813,3,0.212766,0.086526,0.27715,0.003467,0.422915,0.414912,1
21814,0.434052,1,0.765957,0.049538,0.447635,0.003467,0.422915,0.414912,0
17597,0.473342,6,0.489362,0.051099,0.585094,0.003523,0.543242,0.096053,1
7448,0.867705,1,0.276596,0.02693,0.19756,0.000841,0.163387,0.902632,0
19372,0.469316,6,0.382979,0.059385,0.568283,0.003907,0.548162,0.413596,1
34310,0.447591,2,0.87234,0.074457,0.694287,0.005187,0.504661,0.379825,1
20386,0.013937,4,0.723404,0.11859,0.687147,0.003467,0.422915,0.414912,1
25333,0.90788,2,0.680851,0.06557,0.522017,0.004375,0.544019,0.447368,1
27230,0.906951,2,0.893617,0.041041,0.313895,0.00284,0.453651,0.309649,0
2473,0.442281,6,0.765957,0.064429,0.495388,0.003467,0.422915,0.414912,1
9512,0.86797,7,0.276596,0.031914,0.289497,0.001737,0.260746,0.846053,1
16414,0.44706,4,0.042553,0.062357,0.504165,0.004036,0.486535,0.564912,1
19620,0.434184,4,0.808511,0.060046,0.518596,0.003467,0.422915,0.414912,0
20123,0.897969,1,0.531915,0.087637,0.454032,0.004643,0.397204,0.70307,1
19539,0.911508,1,0.297872,0.04011,0.249926,0.002034,0.201709,0.853509,0
35113,0.009203,1,0.531915,0.042783,0.634186,0.003467,0.422915,0.414912,0
26831,0.443166,6,0.978723,0.051639,0.51443,0.003523,0.464267,0.461842,1
18696,0.889961,1,0.93617,0.028942,0.470098,0.001456,0.36406,0.616228,0
33865,0.893766,3,0.957447,0.034436,0.605623,0.002333,0.432936,0.491228,0
12280,0.464625,4,0.744681,0.059535,0.469801,0.004144,0.510875,0.202193,0
24329,0.902969,3,0.021277,0.086556,0.450461,0.0058,0.457535,0.58114,1
4307,0.868236,6,0.87234,0.028672,0.462214,0.001807,0.352667,0.732018,0
32795,0.451307,2,0.723404,0.041101,0.692949,0.002694,0.564474,0.544298,1
17771,0.881377,2,0.787234,0.035127,0.578399,0.002464,0.622734,0.312281,1
7769,0.871776,3,0.234043,0.040501,0.371764,0.001685,0.395132,0.706579,1
25642,0.889297,7,0.446809,0.030924,0.476198,0.002009,0.390212,0.555702,1
32255,0.443255,1,0.340426,0.040771,0.33249,0.002503,0.163905,0.765789,0
14197,0.456661,5,0.042553,0.035817,0.511157,0.002376,0.49275,0.620614,1
26869,0.009734,6,0.808511,0.041732,0.600417,0.003467,0.422915,0.414912,0
7205,0.000619,2,0.234043,0.088387,0.246206,0.003467,0.422915,0.414912,0
17784,0.437768,2,0.085106,0.045785,0.146831,0.003467,0.422915,0.414912,0
34789,0.456528,2,0.191489,0.024168,0.203065,0.001618,0.274728,0.707456,0
16788,0.899031,4,1.0,0.064939,0.565457,0.004319,0.53392,0.525877,0
4103,0.474183,4,0.06383,0.024919,0.1687,0.001656,0.264112,0.74693,0
26528,0.906907,1,0.531915,0.029873,0.29396,0.001988,0.210772,0.585088,0
18389,0.464714,6,0.553191,0.033205,0.457602,0.002304,0.491973,0.295614,0
10830,0.424627,6,0.957447,0.073286,0.273431,0.003467,0.422915,0.414912,0
15986,0.876952,6,0.93617,0.030413,0.417584,0.002065,0.251165,0.505702,0
11058,0.894739,4,0.191489,0.074847,0.286076,0.003523,0.392284,0.772368,0
5737,0.906774,5,0.042553,0.043533,0.359714,0.002931,0.334801,0.469737,0
30583,0.87682,3,0.617021,0.028732,0.567688,0.001886,0.522527,0.539474,0
6120,0.438432,3,0.957447,0.05305,0.433651,0.003467,0.422915,0.414912,0
21412,0.45144,5,0.191489,0.038699,0.260339,0.000976,0.317193,0.662719,0
27811,0.452015,4,0.808511,0.097934,0.811961,0.006734,0.627913,0.35,1
5290,0.438034,1,0.702128,0.0783,0.469801,0.003467,0.422915,0.414912,1
4730,0.473652,6,0.170213,0.022727,0.185659,0.00151,0.271621,0.752632,0
26697,0.026282,5,0.702128,0.055632,0.426212,0.003467,0.422915,0.414912,0
35685,0.885448,3,0.702128,0.034586,0.57111,0.002339,0.56318,0.469737,0
10819,0.894518,6,0.382979,0.087216,0.735198,0.005941,0.78638,0.364035,1
2134,0.018141,2,0.212766,0.061817,0.175692,0.003467,0.422915,0.414912,0
4923,0.495686,6,0.851064,0.033145,0.404344,0.002327,0.454946,0.177193,0
16514,0.89912,6,0.0,0.088417,0.543439,0.00582,0.5145,0.553509,1
35445,0.434361,1,0.978723,0.046685,0.427254,0.003467,0.422915,0.414912,0
27962,0.026503,3,0.170213,0.072745,0.171229,0.003467,0.422915,0.414912,1
2980,0.027123,3,0.829787,0.05215,0.403451,0.003467,0.422915,0.414912,0
25112,0.911376,5,0.297872,0.049688,0.487504,0.003301,0.582341,0.474123,0
34814,0.469183,3,0.297872,0.050739,0.476346,0.003359,0.519679,0.32807,1
1807,0.005088,6,0.212766,0.060886,0.166468,0.003467,0.422915,0.414912,1
36093,0.460245,3,0.319149,0.047286,0.523802,0.003238,0.550751,0.225439,1
22510,0.023052,1,0.87234,0.076378,0.335317,0.003467,0.422915,0.414912,0
10868,0.88912,3,0.425532,0.029302,0.576019,0.001998,0.613672,0.259649,1
10469,0.880757,2,0.106383,0.022277,0.089259,0.000839,0.200932,0.838158,0
34027,0.005088,6,0.638298,0.062598,0.338292,0.003467,0.422915,0.414912,1
21276,0.867307,6,0.914894,0.02687,0.370425,0.001518,0.270844,0.897807,0
21241,0.464448,7,0.191489,0.023808,0.110086,0.001591,0.193164,0.637281,0
21621,0.465555,4,0.680851,0.030323,0.498959,0.002092,0.389177,0.492544,0
3041,0.433432,1,0.87234,0.056083,0.399435,0.003467,0.422915,0.414912,0
25233,0.430025,3,0.489362,0.095743,0.602202,0.003467,0.422915,0.414912,1
12054,0.460378,6,0.446809,0.042512,0.538679,0.0029,0.534438,0.319298,0
2011,0.885226,5,0.297872,0.034286,0.481702,0.002387,0.454428,0.197807,0
15161,0.004867,1,0.680851,0.106161,0.574085,0.003467,0.422915,0.414912,1
12641,0.02699,7,0.702128,0.107872,0.341416,0.003467,0.422915,0.414912,1
12223,0.424539,4,0.659574,0.058394,0.332193,0.003467,0.422915,0.414912,1
18517,0.456219,2,0.340426,0.03906,0.569027,0.002671,0.614707,0.465351,1
29690,0.017831,2,0.851064,0.083373,0.52172,0.003467,0.422915,0.414912,1
7616,0.013628,4,0.0,0.108833,0.500893,0.003467,0.422915,0.414912,1
21825,0.425556,6,0.297872,0.078059,0.302142,0.003467,0.422915,0.414912,1
22542,0.464537,2,0.638298,0.06596,0.284588,0.004418,0.444329,0.473684,1
27091,0.46905,7,0.042553,0.037949,0.238471,0.00252,0.330658,0.467982,0
8782,0.017698,6,0.255319,0.066591,0.203362,0.003467,0.422915,0.414912,0
1576,0.425379,2,0.765957,0.101747,0.483785,0.003467,0.422915,0.414912,1
26128,0.464537,2,0.659574,0.071935,0.302142,0.004825,0.443553,0.498246,1
20049,0.451484,6,0.808511,0.042783,0.755132,0.002823,0.629467,0.633772,0
12544,0.027521,5,0.595745,0.098325,0.527075,0.003467,0.422915,0.414912,1
35428,0.889253,6,1.0,0.029783,0.504612,0.001982,0.424133,0.585965,1
31826,0.469094,1,0.425532,0.029362,0.333829,0.001928,0.19912,0.670614,0
7852,0.903102,6,0.042553,0.083854,0.443916,0.005561,0.478509,0.55,1
5065,0.465643,6,0.276596,0.056413,0.456412,0.003903,0.539876,0.277632,1
15736,0.876643,6,0.744681,0.028732,0.533175,0.001897,0.542983,0.479825,0
9939,0.473209,3,0.042553,0.044884,0.260042,0.003062,0.346712,0.425439,1
32045,0.893677,1,0.574468,0.041131,0.365367,0.002613,0.378819,0.634211,0
12491,0.47436,1,0.085106,0.021226,0.047605,0.001415,0.168307,0.789912,0
11750,0.000398,4,0.446809,0.107752,0.552812,0.003467,0.422915,0.414912,0
29325,0.872307,1,0.212766,0.01267,0.106367,0.00081,0.135163,0.827632,0
23665,0.004336,3,0.87234,0.045244,0.531389,0.003467,0.422915,0.414912,0
1446,0.468962,5,0.212766,0.035367,0.278935,0.002372,0.261005,0.464474,0
13147,0.009513,1,0.638298,0.041642,0.513389,0.003467,0.422915,0.414912,0
22712,0.451484,6,0.553191,0.044734,0.657096,0.003056,0.642413,0.439474,0
14973,0.871554,5,0.851064,0.029422,0.556084,0.001907,0.472294,0.603509,0
20921,0.9035,1,0.574468,0.027561,0.262719,0.001749,0.167012,0.858772,0
34242,0.434229,5,0.638298,0.069653,0.479917,0.003467,0.422915,0.414912,0
17794,0.456528,2,0.468085,0.041942,0.612764,0.002773,0.665976,0.508333,1
29324,0.889828,5,0.255319,0.109403,0.481553,0.0071,0.513723,0.666667,1
5627,0.009247,2,0.659574,0.103759,0.613954,0.003467,0.422915,0.414912,1
5042,0.455909,2,0.0,0.034016,0.424427,0.002275,0.377266,0.634649,0
15865,0.890315,2,0.765957,0.055752,0.88798,0.003816,0.757639,0.457895,0
2998,0.469537,4,0.148936,0.027561,0.157096,0.001818,0.197825,0.680263,0
22230,0.894695,3,0.914894,0.076558,0.682535,0.005112,0.579234,0.472368,0
9529,0.434494,4,0.510638,0.055842,0.541208,0.003467,0.422915,0.414912,1
34794,0.026326,6,0.170213,0.068242,0.096846,0.003467,0.422915,0.414912,0
32892,0.889208,5,0.808511,0.029843,0.648468,0.002002,0.564733,0.321491,1
22350,0.867793,3,0.106383,0.02669,0.172121,0.000841,0.255049,0.733772,0
29821,0.871466,3,0.191489,0.042392,0.271348,0.001292,0.286898,0.852632,1
8202,0.451883,1,0.0,0.034346,0.467718,0.00232,0.411963,0.517105,0
7204,0.911243,2,0.702128,0.044134,0.508033,0.002883,0.415847,0.604825,0
11622,0.026636,6,0.574468,0.055542,0.310771,0.003467,0.422915,0.414912,0
34217,0.876156,5,0.595745,0.075597,0.459387,0.005147,0.590886,0.350877,1
4440,0.881023,1,0.191489,0.018014,0.06992,0.000829,0.183843,0.737281,0
21795,0.977744,3,0.680851,0.031254,0.529307,0.002183,0.547903,0.330702,0
16407,0.881111,3,0.808511,0.035337,0.519191,0.002418,0.532108,0.448246,1
16394,0.912128,1,0.297872,0.038699,0.242636,0.00252,0.207405,0.738596,0
25286,0.469448,2,0.765957,0.028942,0.418774,0.001948,0.382703,0.508333,0
21281,0.473253,4,0.085106,0.02612,0.182535,0.001782,0.255826,0.52807,0
17996,0.465555,4,0.93617,0.029182,0.430527,0.001973,0.194459,0.714912,0
16429,0.022388,7,0.851064,0.072475,0.338143,0.003467,0.422915,0.414912,1
10930,0.438697,2,0.787234,0.087066,0.553109,0.003467,0.422915,0.414912,1
28111,0.872085,3,0.468085,0.024529,0.512794,0.001556,0.517349,0.712281,0
32712,0.876023,6,0.93617,0.028402,0.414609,0.000951,0.251165,0.813158,1
11090,0.460466,1,0.87234,0.024439,0.379054,0.001639,0.378301,0.674561,0
31375,0.898854,7,0.553191,0.090849,0.472627,0.005683,0.370274,0.80307,1
7376,0.906995,3,0.170213,0.0396,0.12169,0.002636,0.16753,0.587719,0
15823,0.885978,1,0.382979,0.062898,0.447486,0.004036,0.247799,0.720614,1
16036,0.009513,1,0.574468,0.041642,0.548349,0.003467,0.422915,0.414912,0
18725,0.876067,7,0.276596,0.031284,0.271943,0.001458,0.286898,0.754825,1
13322,0.46905,7,0.893617,0.041642,0.299018,0.002746,0.22579,0.684211,1
12965,0.000354,3,0.255319,0.121713,0.345284,0.003467,0.422915,0.414912,0
23861,0.447901,2,0.12766,0.0,0.208866,0.0,0.241326,0.581579,0
30082,0.000885,1,0.361702,0.218266,0.587028,0.003467,0.422915,0.414912,1
8685,0.452237,2,0.978723,0.038429,0.587623,0.002572,0.497411,0.62193,1
928,0.013672,5,0.574468,0.041431,0.475305,0.003467,0.422915,0.414912,0
23737,0.474271,6,0.0,0.025459,0.165278,0.001689,0.154065,0.836404,1
32270,0.433565,4,0.170213,0.043053,0.170783,0.003467,0.422915,0.414912,0
4573,0.468785,1,0.595745,0.028642,0.287861,0.001853,0.135681,0.758333,1
6167,0.885359,1,0.297872,0.021676,0.166766,0.000935,0.128949,0.825,0
1636,0.004956,3,0.106383,0.075207,0.300655,0.003467,0.422915,0.414912,0
29969,0.867218,4,0.446809,0.044224,0.493603,0.003014,0.420766,0.400439,1
24858,0.000531,7,0.297872,0.068302,0.15427,0.003467,0.422915,0.414912,0
35304,0.907261,2,0.446809,0.138826,0.510414,0.009173,0.627136,0.450439,1
14418,0.907526,1,0.87234,0.042933,0.429783,0.002825,0.343863,0.617544,0
7562,0.868236,6,0.723404,0.054822,0.602202,0.003531,0.479285,0.637281,1
6890,0.004203,7,0.93617,0.044134,0.372954,0.003467,0.422915,0.414912,0
29181,0.027565,6,0.170213,0.047526,0.103094,0.003467,0.422915,0.414912,0
2939,0.008584,1,0.0,0.042422,0.380542,0.003467,0.422915,0.414912,0
2072,0.461086,1,0.191489,0.022817,0.067986,0.001533,0.100725,0.616667,0
2662,0.005309,4,0.510638,0.077939,0.554151,0.003467,0.422915,0.414912,0
14356,0.430114,5,0.446809,0.080311,0.543439,0.003467,0.422915,0.414912,1
21478,0.871599,6,0.191489,0.0266,0.271199,0.0014,0.30347,0.927632,0
12637,0.451838,7,0.531915,0.033626,0.461767,0.00225,0.373123,0.580263,0
34628,0.469271,5,0.12766,0.027951,0.113062,0.001853,0.201968,0.571053,0
28771,0.867793,3,0.87234,0.027501,0.413567,0.00124,0.401088,0.657018,0
28450,0.465156,2,0.851064,0.07908,0.501488,0.005482,0.501036,0.220175,1
19988,0.872085,3,0.212766,0.023718,0.299316,0.001365,0.345676,0.851754,0
28999,0.451484,6,0.106383,0.038699,0.385153,0.002158,0.435008,0.662719,0
1611,0.451927,2,0.723404,0.167978,0.734603,0.011105,0.641636,0.625,1
1709,0.915756,6,0.914894,0.082533,0.429783,0.005609,0.317711,0.460088,1
8065,0.867307,3,0.957447,0.053621,0.485719,0.003544,0.390212,0.592982,0
1070,0.894606,1,0.191489,0.024198,0.145641,0.001577,0.232004,0.707895,0
28931,0.008805,6,0.914894,0.041582,0.427551,0.003467,0.422915,0.414912,0
27008,0.473475,2,0.978723,0.028762,0.423683,0.00194,0.364578,0.533772,1
28789,0.867705,1,0.617021,0.035997,0.489289,0.002077,0.248835,0.915789,0
12945,0.451219,7,0.382979,0.043533,0.642368,0.002846,0.444847,0.532895,0
16873,0.898279,1,0.723404,0.063438,0.520827,0.003986,0.357587,0.814035,0
6873,0.465599,5,0.617021,0.049568,0.530051,0.003448,0.487053,0.346053,1
26865,0.031238,5,0.723404,0.062838,0.377417,0.003467,0.422915,0.414912,0
29648,0.902969,3,0.234043,0.044644,0.260339,0.002912,0.329622,0.642982,0
29673,0.009601,3,0.93617,0.045665,0.541059,0.003467,0.422915,0.414912,1
32663,0.456263,3,0.425532,0.041972,0.63255,0.003137,0.614448,0.499123,1
21181,0.447547,1,0.021277,0.040891,0.378161,0.002682,0.360435,0.585526,0
27274,0.438786,4,0.468085,0.062207,0.527373,0.003467,0.422915,0.414912,1
31845,0.876023,6,0.531915,0.026991,0.542398,0.001703,0.518384,0.77807,0
25132,0.876244,4,0.425532,0.030743,0.562779,0.001973,0.635422,0.527193,1
32762,0.455998,4,0.787234,0.057944,0.743677,0.003938,0.642413,0.376316,1
25815,0.890093,4,0.553191,0.083193,0.681047,0.00586,0.741326,0.300877,0
24963,0.881377,2,0.829787,0.029422,0.508331,0.002052,0.546867,0.35614,0
1089,0.425556,6,0.191489,0.066951,0.129723,0.003467,0.422915,0.414912,0
6687,0.455644,3,0.638298,0.037438,0.524695,0.002574,0.529259,0.532018,0
22379,0.425424,3,0.93617,0.114297,0.458643,0.003467,0.422915,0.414912,0
30236,0.460688,6,0.851064,0.064849,0.535555,0.004483,0.45391,0.223684,0
19222,0.429981,2,0.744681,0.056083,0.478429,0.003467,0.422915,0.414912,0
27418,0.452015,4,0.510638,0.038069,0.627194,0.002605,0.602279,0.314912,0
15934,0.452104,6,0.638298,0.033115,0.47114,0.002241,0.48058,0.42193,0
17214,0.429096,3,0.957447,0.085655,0.419816,0.003467,0.422915,0.414912,1
11083,0.470023,1,0.87234,0.030113,0.305861,0.002038,0.249094,0.560088,1
21642,0.468917,4,0.914894,0.028312,0.404195,0.001905,0.249612,0.545175,0
28628,0.026459,2,0.425532,0.093911,0.5482,0.003467,0.422915,0.414912,1
2185,0.005442,7,0.808511,0.077609,0.580482,0.003467,0.422915,0.414912,1
26589,0.430069,4,0.723404,0.057674,0.476644,0.003467,0.422915,0.414912,0
21415,0.876598,5,0.106383,0.028131,0.150997,0.000833,0.260487,0.752632,0
10689,0.032034,2,0.978723,0.089798,0.335168,0.003467,0.422915,0.414912,1
34129,0.459935,3,0.638298,0.077519,0.521273,0.005316,0.504661,0.270175,0
22346,0.894606,1,0.425532,0.097694,0.611871,0.006043,0.374676,0.701754,1
208,0.460953,5,0.510638,0.062327,0.536745,0.004281,0.451579,0.430702,0
5249,0.425512,5,0.787234,0.074997,0.374591,0.003467,0.422915,0.414912,0
13507,0.907526,1,0.893617,0.042452,0.397054,0.002788,0.319782,0.655263,0
23098,0.429406,3,0.425532,0.077219,0.542547,0.003467,0.422915,0.414912,1
34085,0.022211,3,0.255319,0.074427,0.2831,0.003467,0.422915,0.414912,1
5265,0.880448,2,0.276596,0.037919,0.398542,0.002509,0.353185,0.451316,1
25082,0.867218,4,0.255319,0.033265,0.298126,0.002239,0.309943,0.451754,0
4329,0.894828,6,0.319149,0.09181,0.787861,0.006068,0.690316,0.477632,1
18620,0.008893,1,0.042553,0.041582,0.325945,0.003467,0.422915,0.414912,0
32859,0.008584,1,0.255319,0.083614,0.354805,0.003467,0.422915,0.414912,1
4157,0.907438,6,0.06383,0.06605,0.33368,0.004514,0.439151,0.437719,0
6815,0.42476,2,0.361702,0.137685,0.499851,0.003467,0.422915,0.414912,1
24974,0.451352,3,0.404255,0.040681,0.706784,0.002657,0.629984,0.617982,0
32401,0.031547,5,1.0,0.066561,0.361797,0.003467,0.422915,0.414912,1
18415,0.455599,2,0.829787,0.055122,0.753942,0.003737,0.629726,0.50614,1
35034,0.473917,5,0.765957,0.025219,0.484677,0.001635,0.385552,0.727193,0
34433,0.013451,7,0.638298,0.051249,0.278489,0.003467,0.422915,0.414912,0
20053,0.438211,5,0.191489,0.05278,0.153972,0.003467,0.422915,0.414912,0
20905,0.013141,7,0.085106,0.041191,0.204552,0.003467,0.422915,0.414912,0
19542,0.907747,6,0.553191,0.090639,0.493603,0.00598,0.552563,0.464912,1
31696,0.465466,2,0.276596,0.05278,0.436477,0.003633,0.511652,0.257018,1
27160,0.455732,5,0.574468,0.033505,0.519935,0.00226,0.617038,0.585965,0
19624,0.867661,7,0.978723,0.035817,0.320589,0.002275,0.3739,0.705702,0
18285,0.031945,7,0.404255,0.074817,0.265248,0.003467,0.422915,0.414912,1
1200,0.889385,2,0.319149,0.025009,0.295745,0.001508,0.212584,0.810526,0
31583,0.893545,5,0.340426,0.1188,0.786671,0.007783,0.65536,0.561842,1
24927,0.465201,3,0.787234,0.076648,0.553258,0.005312,0.505955,0.262719,1
9446,0.014291,5,0.297872,0.040591,0.495983,0.003467,0.422915,0.414912,0
4033,0.021946,4,0.468085,0.057794,0.480809,0.003467,0.422915,0.414912,1
13307,0.893766,3,0.319149,0.056953,0.611723,0.003847,0.575091,0.372368,1
15005,0.438919,7,0.446809,0.048337,0.319101,0.003467,0.422915,0.414912,0
3403,0.459891,2,0.744681,0.313979,0.676287,0.021338,0.565769,0.22807,1
1934,0.018539,4,0.87234,0.054612,0.443023,0.003467,0.422915,0.414912,0
24632,0.013185,1,0.170213,0.040621,0.153377,0.003467,0.422915,0.414912,0
24636,0.437768,2,0.659574,0.044134,0.429634,0.003467,0.422915,0.414912,0
17928,0.447237,1,0.425532,0.042752,0.60607,0.002858,0.316416,0.764474,1
26078,0.473563,1,0.744681,0.028762,0.30244,0.001944,0.231227,0.515351,1
10561,0.903013,4,0.489362,0.089288,0.519339,0.005966,0.621958,0.343421,0
3805,0.46467,5,0.0,0.06545,0.440494,0.004526,0.385293,0.364474,1
7467,0.876864,4,0.765957,0.028822,0.494793,0.001915,0.394096,0.50307,0
14834,0.461174,3,0.680851,0.029542,0.428741,0.002015,0.431124,0.4,0
3723,0.014159,2,0.574468,0.061727,0.52172,0.003467,0.422915,0.414912,1
11012,0.902615,2,0.106383,0.064339,0.19399,0.004285,0.326256,0.591667,1
26723,0.899164,7,0.787234,0.091149,0.566349,0.005845,0.474625,0.545614,1
25970,0.464404,6,0.361702,0.063798,0.458494,0.004356,0.50492,0.330702,1
15754,0.455998,4,0.170213,0.031644,0.249926,0.002098,0.292853,0.811842,0
16107,0.469448,2,0.255319,0.049448,0.359566,0.003317,0.478767,0.269298,1
1612,0.000221,7,0.808511,0.047256,0.366706,0.003467,0.422915,0.414912,0
17315,0.031282,6,0.06383,0.05254,0.172568,0.003467,0.422915,0.414912,0
16901,0.872395,3,0.297872,0.027981,0.475602,0.001695,0.528742,0.655702,0
7646,0.876377,7,0.914894,0.029302,0.355698,0.00076,0.238219,0.775877,0
9749,0.456573,3,0.787234,0.058004,0.801993,0.003901,0.679441,0.527632,1
6096,0.464537,2,0.553191,0.076858,0.303332,0.005152,0.472294,0.483333,1
12096,0.001018,4,0.382979,0.044134,0.61812,0.003467,0.422915,0.414912,0
33204,0.876997,7,0.12766,0.028612,0.127194,0.001903,0.194459,0.542544,0
12564,0.433388,7,0.93617,0.049838,0.294258,0.003467,0.422915,0.414912,1
1152,0.876112,1,0.255319,0.020896,0.122285,0.000821,0.147074,0.856579,0
17436,0.911641,4,0.531915,0.149964,0.512794,0.010118,0.591921,0.376316,1
30196,0.433653,6,0.170213,0.041131,0.119458,0.003467,0.422915,0.414912,0
36148,0.017654,5,0.06383,0.066681,0.402708,0.003467,0.422915,0.414912,0
3468,0.005398,6,0.957447,0.063378,0.437965,0.003467,0.422915,0.414912,0
18411,0.897969,1,0.446809,0.088357,0.564564,0.004852,0.388141,0.857456,1
25570,0.018672,7,0.12766,0.044494,0.108599,0.003467,0.422915,0.414912,0
26196,0.438122,3,0.425532,0.078269,0.505951,0.003467,0.422915,0.414912,1
2711,0.429671,2,0.234043,0.076258,0.39274,0.003467,0.422915,0.414912,0
9898,0.031769,3,0.489362,0.089378,0.295299,0.003467,0.422915,0.414912,1
24300,0.442768,4,0.382979,0.079741,0.603392,0.005476,0.557742,0.395175,1
11361,0.017654,5,0.170213,0.059355,0.195478,0.003467,0.422915,0.414912,0
15289,0.030928,5,0.914894,0.098775,0.420411,0.003467,0.422915,0.414912,1
10727,0.451794,6,0.319149,0.062898,0.736834,0.004211,0.621181,0.482018,1
24873,0.890093,4,0.787234,0.150384,0.933056,0.010158,0.768773,0.383772,1
13652,0.425733,3,0.382979,0.096073,0.567688,0.003467,0.422915,0.414912,1
27956,0.01407,7,0.617021,0.040651,0.241446,0.003467,0.422915,0.414912,0
6224,0.438565,6,0.702128,0.053381,0.329366,0.003467,0.422915,0.414912,0
33571,0.894252,7,0.255319,0.033776,0.247397,0.002183,0.32755,0.758333,0
9453,0.429892,7,0.276596,0.070584,0.204403,0.003467,0.422915,0.414912,0
524,0.881465,4,0.148936,0.028942,0.174204,0.001766,0.299845,0.612281,0
6702,0.470023,1,0.765957,0.027111,0.350788,0.001843,0.207405,0.595614,0
2223,0.022344,6,0.106383,0.040351,0.186403,0.003467,0.422915,0.414912,0
4432,0.429362,2,0.574468,0.061787,0.53734,0.003467,0.422915,0.414912,0
24373,0.017477,1,0.06383,0.040651,0.251562,0.003467,0.422915,0.414912,0
1699,0.447724,5,0.382979,0.071364,0.782654,0.005037,0.677369,0.342982,1
11001,0.022742,1,0.085106,0.057644,0.171973,0.003467,0.422915,0.414912,0
9667,0.424627,6,0.404255,0.085235,0.352871,0.003467,0.422915,0.414912,1
8780,0.434406,2,0.297872,0.045334,0.473966,0.003467,0.422915,0.414912,0
26377,0.00969,5,0.914894,0.041281,0.492859,0.003467,0.422915,0.414912,0
18562,0.875935,4,0.382979,0.034556,0.639096,0.002254,0.610306,0.453509,0
34364,0.894075,3,0.404255,0.101957,0.763314,0.007115,0.769808,0.339474,1
15919,0.031592,6,0.255319,0.077819,0.18313,0.003467,0.422915,0.414912,1
23812,0.443387,4,0.361702,0.043953,0.523951,0.003,0.55826,0.451316,0
31490,0.018052,7,0.276596,0.056203,0.145939,0.003467,0.422915,0.414912,0
29412,0.912349,6,0.042553,0.064249,0.288902,0.004445,0.421025,0.301754,0
36121,0.437857,4,0.680851,0.050859,0.475602,0.003467,0.422915,0.414912,0
280,0.486837,4,0.787234,0.07836,0.527522,0.005388,0.520197,0.245175,1
8465,0.875935,4,0.106383,0.019905,0.170783,0.000945,0.278612,0.857018,0
21643,0.013053,5,0.106383,0.059625,0.313746,0.003467,0.422915,0.414912,1
33272,0.43383,3,0.170213,0.044374,0.166022,0.003467,0.422915,0.414912,0
33944,0.902571,1,0.87234,0.086226,0.443618,0.005754,0.385552,0.560088,1
21107,0.455909,2,0.468085,0.068242,0.637013,0.004744,0.669342,0.330702,1
